episode,key,length,return,success,action_delta_mean,near_static_ratio
498,demo_498,242,3.0,True,0.20578812062740326,0.0
499,demo_499,233,5.0,True,0.21319268643856049,0.0
500,demo_500,233,5.0,True,0.21547771990299225,0.0
501,demo_501,242,9.0,True,0.2158088982105255,0.0
502,demo_502,233,2.0,True,0.22073140740394592,0.0
503,demo_503,249,6.0,True,0.21223130822181702,0.0
504,demo_504,233,6.0,True,0.21408827602863312,0.0
505,demo_505,212,4.0,True,0.21373386681079865,0.0
506,demo_506,233,5.0,True,0.22019538283348083,0.0
507,demo_507,233,6.0,True,0.22159284353256226,0.0
508,demo_508,261,7.0,True,0.21235045790672302,0.0
509,demo_509,194,10.0,True,0.2378758043050766,0.0
510,demo_510,249,8.0,True,0.20669850707054138,0.0
511,demo_511,212,6.0,True,0.20966312289237976,0.0
512,demo_512,249,3.0,True,0.22321808338165283,0.0
513,demo_513,249,4.0,True,0.21678678691387177,0.0
514,demo_514,200,2.0,True,0.20411908626556396,0.0
515,demo_515,215,3.0,True,0.22773753106594086,0.0
516,demo_516,233,6.0,True,0.2275652438402176,0.0
517,demo_517,249,4.0,True,0.21113590896129608,0.0
518,demo_518,233,5.0,True,0.22457335889339447,0.0
519,demo_519,233,3.0,True,0.21396668255329132,0.0
520,demo_520,249,5.0,True,0.21779869496822357,0.0
521,demo_521,261,6.0,True,0.2069811373949051,0.0
522,demo_522,194,12.0,True,0.24383042752742767,0.0
523,demo_523,261,7.0,True,0.20385167002677917,0.0
524,demo_524,261,4.0,True,0.2024976760149002,0.0
525,demo_525,233,9.0,True,0.208199143409729,0.0
526,demo_526,212,7.0,True,0.21852263808250427,0.0
527,demo_527,215,5.0,True,0.21392640471458435,0.0
528,demo_528,212,9.0,True,0.20522619783878326,0.0
529,demo_529,249,4.0,True,0.22127731144428253,0.0
530,demo_530,215,4.0,True,0.2097325176000595,0.0
531,demo_531,212,6.0,True,0.20922768115997314,0.0
532,demo_532,212,8.0,True,0.2140636146068573,0.0
533,demo_533,261,9.0,True,0.2094157338142395,0.0
534,demo_534,212,12.0,True,0.2060149908065796,0.0
535,demo_535,233,6.0,True,0.22326508164405823,0.0
536,demo_536,212,6.0,True,0.20598943531513214,0.0
537,demo_537,233,6.0,True,0.22231362760066986,0.0
538,demo_538,242,1.0,True,0.21198010444641113,0.0
539,demo_539,215,6.0,True,0.2089994251728058,0.0
540,demo_540,212,2.0,True,0.21468161046504974,0.0
541,demo_541,261,7.0,True,0.20979127287864685,0.0
542,demo_542,206,3.0,True,0.2194511443376541,0.0
543,demo_543,233,6.0,True,0.22127628326416016,0.0
544,demo_544,261,4.0,True,0.2093074470758438,0.0
545,demo_545,242,3.0,True,0.20351408421993256,0.0
546,demo_546,194,13.0,True,0.23636125028133392,0.0
547,demo_547,233,11.0,True,0.2260676920413971,0.0
548,demo_548,249,6.0,True,0.22315256297588348,0.0
549,demo_549,206,2.0,True,0.22925615310668945,0.0
550,demo_550,261,7.0,True,0.2153296321630478,0.0
551,demo_551,261,7.0,True,0.21310295164585114,0.0
552,demo_552,212,5.0,True,0.20633694529533386,0.0
553,demo_553,233,6.0,True,0.21270984411239624,0.0
554,demo_554,261,7.0,True,0.20794066786766052,0.0
555,demo_555,242,6.0,True,0.20586498081684113,0.0
556,demo_556,215,1.0,True,0.21927402913570404,0.0
557,demo_557,261,10.0,True,0.21453049778938293,0.0
558,demo_558,212,3.0,True,0.21296387910842896,0.0
559,demo_559,261,8.0,True,0.21206516027450562,0.0
560,demo_560,212,1.0,True,0.21700182557106018,0.0
561,demo_561,233,8.0,True,0.21326972544193268,0.0
562,demo_562,194,10.0,True,0.2319040596485138,0.0
563,demo_563,215,3.0,True,0.20941261947155,0.0
564,demo_564,242,4.0,True,0.20549389719963074,0.0
565,demo_565,215,7.0,True,0.21948623657226562,0.0
566,demo_566,249,5.0,True,0.21834538877010345,0.0
567,demo_567,261,5.0,True,0.20510049164295197,0.0
568,demo_568,249,5.0,True,0.21534165740013123,0.0
569,demo_569,194,3.0,True,0.22375093400478363,0.0
570,demo_570,261,7.0,True,0.2091192901134491,0.0
571,demo_571,261,6.0,True,0.21205823123455048,0.0
572,demo_572,212,3.0,True,0.21486562490463257,0.0
573,demo_573,215,4.0,True,0.22945034503936768,0.0
574,demo_574,215,2.0,True,0.21912284195423126,0.0
575,demo_575,261,4.0,True,0.21472661197185516,0.0
576,demo_576,215,3.0,True,0.2140379250049591,0.0
577,demo_577,233,7.0,True,0.21851752698421478,0.0
578,demo_578,215,4.0,True,0.21717844903469086,0.0
579,demo_579,261,8.0,True,0.21301157772541046,0.0
580,demo_580,261,14.0,True,0.21530781686306,0.0
581,demo_581,200,0.0,False,0.21152034401893616,0.0
582,demo_582,215,3.0,True,0.21458624303340912,0.0
583,demo_583,194,12.0,True,0.2351674884557724,0.0
584,demo_584,242,4.0,True,0.20863568782806396,0.0
585,demo_585,215,4.0,True,0.20943911373615265,0.0
586,demo_586,215,7.0,True,0.22473372519016266,0.0
587,demo_587,233,7.0,True,0.22279971837997437,0.0
588,demo_588,261,12.0,True,0.21027247607707977,0.0
589,demo_589,261,5.0,True,0.20201286673545837,0.0
590,demo_590,206,2.0,True,0.22677995264530182,0.0
591,demo_591,215,3.0,True,0.21901899576187134,0.0
592,demo_592,215,1.0,True,0.21676044166088104,0.0
593,demo_593,242,3.0,True,0.2063496857881546,0.0
594,demo_594,194,7.0,True,0.21813514828681946,0.0
595,demo_595,212,8.0,True,0.2025298774242401,0.0
596,demo_596,242,3.0,True,0.19939808547496796,0.0
597,demo_597,212,4.0,True,0.20984302461147308,0.0
598,demo_598,261,13.0,True,0.21291567385196686,0.0
599,demo_599,194,12.0,True,0.23138372600078583,0.0
600,demo_600,215,2.0,True,0.2061644047498703,0.0
601,demo_601,212,3.0,True,0.21786347031593323,0.0
602,demo_602,212,5.0,True,0.21578601002693176,0.0
603,demo_603,194,10.0,True,0.22687695920467377,0.0
604,demo_604,215,1.0,True,0.2045861929655075,0.0
605,demo_605,233,5.0,True,0.2103729397058487,0.0
606,demo_606,261,6.0,True,0.20043791830539703,0.0
607,demo_607,215,5.0,True,0.199644535779953,0.0
608,demo_608,233,10.0,True,0.23173463344573975,0.0
609,demo_609,206,6.0,True,0.22046244144439697,0.0
610,demo_610,261,8.0,True,0.20326752960681915,0.0
611,demo_611,194,12.0,True,0.22933852672576904,0.0
612,demo_612,212,6.0,True,0.21843306720256805,0.0
613,demo_613,215,7.0,True,0.2166338711977005,0.0
614,demo_614,242,4.0,True,0.20249859988689423,0.0
615,demo_615,215,6.0,True,0.227975994348526,0.0
616,demo_616,212,3.0,True,0.21018454432487488,0.0
617,demo_617,233,5.0,True,0.22293660044670105,0.0
618,demo_618,233,4.0,True,0.22259874641895294,0.0
619,demo_619,206,5.0,True,0.20580072700977325,0.0
620,demo_620,233,8.0,True,0.2202807515859604,0.0
621,demo_621,233,6.0,True,0.21868710219860077,0.0
622,demo_622,194,12.0,True,0.23098042607307434,0.0
623,demo_623,200,9.0,True,0.21233361959457397,0.0
624,demo_624,249,4.0,True,0.2108428031206131,0.0
625,demo_625,194,14.0,True,0.23791804909706116,0.0
626,demo_626,261,4.0,True,0.2060396373271942,0.0
627,demo_627,200,5.0,True,0.20873866975307465,0.0
628,demo_628,212,5.0,True,0.21153953671455383,0.0
629,demo_629,206,2.0,True,0.21643546223640442,0.0
630,demo_630,200,6.0,True,0.21381205320358276,0.0
631,demo_631,200,7.0,True,0.21599739789962769,0.0
632,demo_632,194,9.0,True,0.2316732108592987,0.0
633,demo_633,194,1.0,True,0.22039873898029327,0.0
634,demo_634,233,5.0,True,0.22439198195934296,0.0
635,demo_635,261,11.0,True,0.21013526618480682,0.0
636,demo_636,249,7.0,True,0.21755525469779968,0.0
637,demo_637,261,12.0,True,0.21352067589759827,0.0
638,demo_638,215,9.0,True,0.22278882563114166,0.0
639,demo_639,242,6.0,True,0.2141323983669281,0.0
640,demo_640,212,10.0,True,0.20670121908187866,0.0
641,demo_641,233,6.0,True,0.22340843081474304,0.0
642,demo_642,215,3.0,True,0.22405236959457397,0.0
643,demo_643,194,12.0,True,0.22386379539966583,0.0
644,demo_644,249,4.0,True,0.21694715321063995,0.0
645,demo_645,194,9.0,True,0.23014625906944275,0.0
646,demo_646,249,7.0,True,0.2129247784614563,0.0
647,demo_647,215,9.0,True,0.22468148171901703,0.0
648,demo_648,206,5.0,True,0.22849896550178528,0.0
649,demo_649,206,4.0,True,0.22782057523727417,0.0
650,demo_650,212,5.0,True,0.223032146692276,0.0
651,demo_651,233,9.0,True,0.2108144760131836,0.0
652,demo_652,212,9.0,True,0.2119845598936081,0.0
653,demo_653,200,3.0,True,0.21578891575336456,0.0
654,demo_654,194,5.0,True,0.22297801077365875,0.0
655,demo_655,215,6.0,True,0.20945954322814941,0.0
656,demo_656,200,4.0,True,0.21474286913871765,0.0
657,demo_657,194,12.0,True,0.23613546788692474,0.0
658,demo_658,249,4.0,True,0.21667711436748505,0.0
659,demo_659,249,6.0,True,0.2199072390794754,0.0
660,demo_660,194,10.0,True,0.21363727748394012,0.0
661,demo_661,261,4.0,True,0.20501038432121277,0.0
662,demo_662,233,1.0,True,0.21395495533943176,0.0
663,demo_663,194,11.0,True,0.23240292072296143,0.0
664,demo_664,233,4.0,True,0.2094552367925644,0.0
665,demo_665,206,6.0,True,0.22653846442699432,0.0
666,demo_666,261,7.0,True,0.21246354281902313,0.0
667,demo_667,212,4.0,True,0.2166789323091507,0.0
668,demo_668,261,5.0,True,0.2161092907190323,0.0
669,demo_669,261,12.0,True,0.204880028963089,0.0
670,demo_670,233,5.0,True,0.22169266641139984,0.0
671,demo_671,261,7.0,True,0.20528578758239746,0.0
672,demo_672,233,5.0,True,0.22314082086086273,0.0
673,demo_673,261,10.0,True,0.21167714893817902,0.0
674,demo_674,200,5.0,True,0.2145632952451706,0.0
675,demo_675,215,3.0,True,0.20992140471935272,0.0
676,demo_676,215,9.0,True,0.21059341728687286,0.0
677,demo_677,242,3.0,True,0.20823803544044495,0.0
678,demo_678,194,1.0,True,0.2423267811536789,0.0
679,demo_679,206,2.0,True,0.2269158512353897,0.0
680,demo_680,194,7.0,True,0.234744593501091,0.0
681,demo_681,194,12.0,True,0.2364109754562378,0.0
682,demo_682,261,2.0,True,0.2081122100353241,0.0
683,demo_683,215,3.0,True,0.2170068323612213,0.0
684,demo_684,194,2.0,True,0.23758547008037567,0.0
685,demo_685,233,7.0,True,0.2166476845741272,0.0
686,demo_686,242,3.0,True,0.2073422521352768,0.0
687,demo_687,249,4.0,True,0.20587074756622314,0.0
688,demo_688,194,11.0,True,0.22001288831233978,0.0
689,demo_689,261,1.0,True,0.2097216546535492,0.0
690,demo_690,206,4.0,True,0.22246018052101135,0.0
691,demo_691,194,8.0,True,0.23724965751171112,0.0
692,demo_692,233,4.0,True,0.21645309031009674,0.0
693,demo_693,212,8.0,True,0.2030438929796219,0.0
694,demo_694,261,11.0,True,0.21194419264793396,0.0
695,demo_695,194,8.0,True,0.23090501129627228,0.0
696,demo_696,233,3.0,True,0.22068680822849274,0.0
697,demo_697,261,13.0,True,0.2118796706199646,0.0
698,demo_698,212,2.0,True,0.22117510437965393,0.0
699,demo_699,261,12.0,True,0.20585878193378448,0.0
700,demo_700,212,15.0,True,0.20789805054664612,0.0
701,demo_701,212,5.0,True,0.2128412127494812,0.0
702,demo_702,249,3.0,True,0.22269830107688904,0.0
703,demo_703,215,5.0,True,0.22730779647827148,0.0
704,demo_704,233,6.0,True,0.22685886919498444,0.0
705,demo_705,249,7.0,True,0.22900165617465973,0.0
706,demo_706,215,7.0,True,0.20653124153614044,0.0
707,demo_707,242,5.0,True,0.21628741919994354,0.0
708,demo_708,233,4.0,True,0.215190127491951,0.0
709,demo_709,206,6.0,True,0.21116994321346283,0.0
710,demo_710,233,5.0,True,0.22224681079387665,0.0
711,demo_711,194,11.0,True,0.23480549454689026,0.0
712,demo_712,212,4.0,True,0.2058548480272293,0.0
713,demo_713,261,6.0,True,0.21603363752365112,0.0
714,demo_714,215,3.0,True,0.2175845503807068,0.0
715,demo_715,212,5.0,True,0.2120097577571869,0.0
716,demo_716,206,5.0,True,0.21259695291519165,0.0
717,demo_717,261,9.0,True,0.20971731841564178,0.0
718,demo_718,233,5.0,True,0.22317199409008026,0.0
719,demo_719,215,1.0,True,0.21325527131557465,0.0
720,demo_720,233,6.0,True,0.21830056607723236,0.0
721,demo_721,206,5.0,True,0.2200508862733841,0.0
722,demo_722,233,5.0,True,0.21955202519893646,0.0
723,demo_723,200,6.0,True,0.2092968374490738,0.0
724,demo_724,194,6.0,True,0.22562265396118164,0.0
725,demo_725,242,6.0,True,0.19886565208435059,0.0
726,demo_726,261,13.0,True,0.21263015270233154,0.0
727,demo_727,233,5.0,True,0.22592824697494507,0.0
728,demo_728,242,3.0,True,0.20880970358848572,0.0
729,demo_729,206,3.0,True,0.22147518396377563,0.0
730,demo_730,194,8.0,True,0.2261664867401123,0.0
731,demo_731,212,14.0,True,0.21439632773399353,0.0
732,demo_732,261,15.0,True,0.20586246252059937,0.0
733,demo_733,194,8.0,True,0.2121715247631073,0.0
734,demo_734,200,8.0,True,0.2054283171892166,0.0
735,demo_735,206,5.0,True,0.2276914268732071,0.0
736,demo_736,200,5.0,True,0.2158014178276062,0.0
737,demo_737,194,14.0,True,0.23326009511947632,0.0
738,demo_738,233,6.0,True,0.2119164913892746,0.0
739,demo_739,194,4.0,True,0.21811829507350922,0.0
740,demo_740,249,2.0,True,0.22132070362567902,0.0
741,demo_741,206,9.0,True,0.2292039841413498,0.0
742,demo_742,261,7.0,True,0.2043503373861313,0.0
743,demo_743,200,7.0,True,0.20368459820747375,0.0
744,demo_744,233,6.0,True,0.2264653593301773,0.0
745,demo_745,215,1.0,True,0.20299173891544342,0.0
746,demo_746,194,12.0,True,0.2385711669921875,0.0
747,demo_747,242,4.0,True,0.21442590653896332,0.0
748,demo_748,212,10.0,True,0.20369821786880493,0.0
749,demo_749,233,6.0,True,0.21645218133926392,0.0
750,demo_750,233,6.0,True,0.2121690809726715,0.0
751,demo_751,261,6.0,True,0.2006986439228058,0.0
752,demo_752,215,5.0,True,0.21410848200321198,0.0
753,demo_753,261,4.0,True,0.20876279473304749,0.0
754,demo_754,200,6.0,True,0.2101859152317047,0.0
755,demo_755,233,5.0,True,0.21742603182792664,0.0
756,demo_756,194,10.0,True,0.23939090967178345,0.0
757,demo_757,215,4.0,True,0.21487918496131897,0.0
758,demo_758,212,10.0,True,0.21513822674751282,0.0
759,demo_759,206,0.0,False,0.2126319706439972,0.0
760,demo_760,206,2.0,True,0.23070944845676422,0.0
761,demo_761,249,2.0,True,0.22230590879917145,0.0
762,demo_762,200,7.0,True,0.2128485143184662,0.0
763,demo_763,194,11.0,True,0.22072923183441162,0.0
764,demo_764,242,5.0,True,0.2044111043214798,0.0
765,demo_765,233,5.0,True,0.2253742665052414,0.0
766,demo_766,249,4.0,True,0.20913411676883698,0.0
767,demo_767,206,5.0,True,0.226779505610466,0.0
768,demo_768,233,6.0,True,0.23033741116523743,0.0
769,demo_769,215,3.0,True,0.20634181797504425,0.0
770,demo_770,194,16.0,True,0.2254415899515152,0.0
771,demo_771,200,7.0,True,0.209962859749794,0.0
772,demo_772,215,6.0,True,0.21509625017642975,0.0
773,demo_773,249,7.0,True,0.21593014895915985,0.0
774,demo_774,242,1.0,True,0.20864896476268768,0.0
775,demo_775,212,5.0,True,0.2201249599456787,0.0
776,demo_776,233,4.0,True,0.22816504538059235,0.0
777,demo_777,200,6.0,True,0.2147696167230606,0.0
778,demo_778,215,4.0,True,0.2097392976284027,0.0
779,demo_779,206,3.0,True,0.2169521003961563,0.0
780,demo_780,206,2.0,True,0.2214386761188507,0.0
781,demo_781,233,5.0,True,0.22133219242095947,0.0
782,demo_782,215,4.0,True,0.2089628428220749,0.0
783,demo_783,233,3.0,True,0.2139972746372223,0.0
784,demo_784,261,10.0,True,0.20429538190364838,0.0
785,demo_785,200,4.0,True,0.206206277012825,0.0
786,demo_786,194,9.0,True,0.2477530986070633,0.0
787,demo_787,212,13.0,True,0.22862084209918976,0.0
788,demo_788,206,6.0,True,0.22171932458877563,0.0
789,demo_789,233,5.0,True,0.2133656144142151,0.0
790,demo_790,212,5.0,True,0.2090100347995758,0.0
791,demo_791,215,4.0,True,0.2233259230852127,0.0
792,demo_792,194,7.0,True,0.24038328230381012,0.0
793,demo_793,194,9.0,True,0.228912353515625,0.0
794,demo_794,215,3.0,True,0.22087585926055908,0.0
795,demo_795,206,3.0,True,0.22235509753227234,0.0
796,demo_796,242,2.0,True,0.21235226094722748,0.0
797,demo_797,242,2.0,True,0.21202698349952698,0.0
798,demo_798,194,11.0,True,0.2274794578552246,0.0
799,demo_799,200,3.0,True,0.20273160934448242,0.0
800,demo_800,194,8.0,True,0.22283975780010223,0.0
801,demo_801,194,12.0,True,0.22175689041614532,0.0
802,demo_802,212,3.0,True,0.21532587707042694,0.0
803,demo_803,261,7.0,True,0.20483176410198212,0.0
804,demo_804,200,8.0,True,0.20114301145076752,0.0
805,demo_805,194,12.0,True,0.22885672748088837,0.0
806,demo_806,233,4.0,True,0.22206878662109375,0.0
807,demo_807,206,5.0,True,0.2171294391155243,0.0
808,demo_808,200,6.0,True,0.2092568427324295,0.0
809,demo_809,212,3.0,True,0.22296003997325897,0.0
810,demo_810,242,4.0,True,0.21269254386425018,0.0
811,demo_811,242,2.0,True,0.2197585105895996,0.0
812,demo_812,206,7.0,True,0.2328817993402481,0.0
813,demo_813,212,9.0,True,0.21542248129844666,0.0
814,demo_814,261,9.0,True,0.20669081807136536,0.0
815,demo_815,215,6.0,True,0.22083696722984314,0.0
816,demo_816,233,6.0,True,0.21362224221229553,0.0
817,demo_817,212,11.0,True,0.21443237364292145,0.0
818,demo_818,206,1.0,True,0.22836630046367645,0.0
819,demo_819,212,9.0,True,0.21661435067653656,0.0
820,demo_820,233,4.0,True,0.22351212799549103,0.0
821,demo_821,242,5.0,True,0.20589260756969452,0.0
822,demo_822,261,11.0,True,0.21527227759361267,0.0
823,demo_823,212,5.0,True,0.21058177947998047,0.0
824,demo_824,233,6.0,True,0.20903660356998444,0.0
825,demo_825,206,1.0,True,0.22978922724723816,0.0
826,demo_826,206,5.0,True,0.22190168499946594,0.0
827,demo_827,261,9.0,True,0.2074367105960846,0.0
828,demo_828,215,5.0,True,0.21933898329734802,0.0
829,demo_829,249,4.0,True,0.2241400182247162,0.0
830,demo_830,233,6.0,True,0.2255769670009613,0.0
831,demo_831,249,7.0,True,0.21030159294605255,0.0
832,demo_832,233,5.0,True,0.22181648015975952,0.0
833,demo_833,233,7.0,True,0.19977125525474548,0.0
834,demo_834,206,6.0,True,0.21611860394477844,0.0
835,demo_835,233,6.0,True,0.2265220582485199,0.0
836,demo_836,233,3.0,True,0.21203438937664032,0.0
837,demo_837,249,3.0,True,0.21274185180664062,0.0
838,demo_838,215,5.0,True,0.21798183023929596,0.0
839,demo_839,206,6.0,True,0.21670907735824585,0.0
840,demo_840,261,8.0,True,0.21499334275722504,0.0
841,demo_841,261,8.0,True,0.20720751583576202,0.0
842,demo_842,194,15.0,True,0.2311217188835144,0.0
843,demo_843,233,5.0,True,0.21922698616981506,0.0
844,demo_844,261,3.0,True,0.21419863402843475,0.0
845,demo_845,206,1.0,True,0.22345596551895142,0.0
846,demo_846,233,5.0,True,0.22017592191696167,0.0
847,demo_847,242,2.0,True,0.21335238218307495,0.0
848,demo_848,261,6.0,True,0.2144637107849121,0.0
849,demo_849,233,5.0,True,0.2173139601945877,0.0
850,demo_850,233,8.0,True,0.2149593085050583,0.0
851,demo_851,233,1.0,True,0.2042677253484726,0.0
852,demo_852,233,8.0,True,0.2239997833967209,0.0
853,demo_853,194,9.0,True,0.2243208885192871,0.0
854,demo_854,233,7.0,True,0.22000914812088013,0.0
855,demo_855,233,4.0,True,0.21027205884456635,0.0
856,demo_856,206,4.0,True,0.22167357802391052,0.0
857,demo_857,194,2.0,True,0.23225852847099304,0.0
858,demo_858,261,8.0,True,0.20825642347335815,0.0
859,demo_859,215,1.0,True,0.20425347983837128,0.0
860,demo_860,200,8.0,True,0.2032293826341629,0.0
861,demo_861,200,5.0,True,0.20746754109859467,0.0
862,demo_862,242,1.0,True,0.20988409221172333,0.0
863,demo_863,242,3.0,True,0.20628362894058228,0.0
864,demo_864,200,2.0,True,0.2205868810415268,0.0
865,demo_865,212,18.0,True,0.21606315672397614,0.0
866,demo_866,200,10.0,True,0.20794466137886047,0.0
867,demo_867,194,16.0,True,0.22381556034088135,0.0
868,demo_868,242,2.0,True,0.218333899974823,0.0
869,demo_869,233,3.0,True,0.2231721580028534,0.0
870,demo_870,261,12.0,True,0.2042715698480606,0.0
871,demo_871,242,4.0,True,0.21303914487361908,0.0
872,demo_872,233,5.0,True,0.21635408699512482,0.0
873,demo_873,233,6.0,True,0.2250152826309204,0.0
874,demo_874,194,13.0,True,0.23211626708507538,0.0
875,demo_875,206,3.0,True,0.22175545990467072,0.0
876,demo_876,233,7.0,True,0.22261467576026917,0.0
877,demo_877,233,7.0,True,0.21747052669525146,0.0
878,demo_878,212,3.0,True,0.2153376042842865,0.0
879,demo_879,194,10.0,True,0.21871335804462433,0.0
880,demo_880,242,2.0,True,0.21160079538822174,0.0
881,demo_881,249,6.0,True,0.2182031124830246,0.0
882,demo_882,242,1.0,True,0.21647995710372925,0.0
883,demo_883,261,13.0,True,0.206680029630661,0.0
884,demo_884,194,2.0,True,0.23082934319972992,0.0
885,demo_885,215,4.0,True,0.20847968757152557,0.0
886,demo_886,194,8.0,True,0.21937692165374756,0.0
887,demo_887,212,7.0,True,0.2219182848930359,0.0
888,demo_888,233,7.0,True,0.2260037660598755,0.0
889,demo_889,261,3.0,True,0.2108839899301529,0.0
890,demo_890,233,6.0,True,0.22341559827327728,0.0
891,demo_891,194,12.0,True,0.23719017207622528,0.0
892,demo_892,233,5.0,True,0.22625961899757385,0.0
893,demo_893,215,6.0,True,0.22569146752357483,0.0
894,demo_894,215,1.0,True,0.2167600691318512,0.0
895,demo_895,215,3.0,True,0.20410221815109253,0.0
896,demo_896,261,9.0,True,0.2130836695432663,0.0
897,demo_897,249,5.0,True,0.22934918105602264,0.0
898,demo_898,212,10.0,True,0.21099889278411865,0.0
899,demo_899,233,6.0,True,0.21941277384757996,0.0
900,demo_900,215,6.0,True,0.20703448355197906,0.0
901,demo_901,194,12.0,True,0.240535169839859,0.0
902,demo_902,194,5.0,True,0.23078414797782898,0.0
903,demo_903,261,12.0,True,0.20968079566955566,0.0
904,demo_904,233,6.0,True,0.2128211110830307,0.0
905,demo_905,194,12.0,True,0.22392110526561737,0.0
906,demo_906,249,5.0,True,0.2243690937757492,0.0
907,demo_907,206,8.0,True,0.22154615819454193,0.0
908,demo_908,212,5.0,True,0.21045956015586853,0.0
909,demo_909,194,14.0,True,0.2220250517129898,0.0
910,demo_910,261,4.0,True,0.2122046798467636,0.0
911,demo_911,233,4.0,True,0.22357682883739471,0.0
912,demo_912,233,5.0,True,0.2084522545337677,0.0
913,demo_913,200,8.0,True,0.2068794220685959,0.0
914,demo_914,233,11.0,True,0.2180204689502716,0.0
915,demo_915,233,5.0,True,0.2133435606956482,0.0
916,demo_916,215,6.0,True,0.2113506942987442,0.0
917,demo_917,200,3.0,True,0.21264053881168365,0.0
918,demo_918,242,6.0,True,0.22166819870471954,0.0
919,demo_919,233,10.0,True,0.21029096841812134,0.0
920,demo_920,200,6.0,True,0.21889248490333557,0.0
921,demo_921,261,5.0,True,0.20852220058441162,0.0
922,demo_922,215,3.0,True,0.21807296574115753,0.0
923,demo_923,233,4.0,True,0.22256185114383698,0.0
924,demo_924,194,12.0,True,0.24505390226840973,0.0
925,demo_925,233,5.0,True,0.2208649218082428,0.0
926,demo_926,212,7.0,True,0.21326525509357452,0.0
927,demo_927,194,5.0,True,0.23826569318771362,0.0
928,demo_928,261,12.0,True,0.2181748002767563,0.0
929,demo_929,261,9.0,True,0.2019343376159668,0.0
930,demo_930,261,4.0,True,0.20610010623931885,0.0
931,demo_931,233,4.0,True,0.21505361795425415,0.0
932,demo_932,233,2.0,True,0.22134119272232056,0.0
933,demo_933,249,7.0,True,0.22179831564426422,0.0
934,demo_934,200,3.0,True,0.20735551416873932,0.0
935,demo_935,212,3.0,True,0.21801164746284485,0.0
936,demo_936,249,5.0,True,0.21387426555156708,0.0
937,demo_937,212,5.0,True,0.21647295355796814,0.0
938,demo_938,233,5.0,True,0.21588410437107086,0.0
939,demo_939,242,4.0,True,0.21078550815582275,0.0
940,demo_940,212,5.0,True,0.2174023985862732,0.0
941,demo_941,200,2.0,True,0.20478065311908722,0.0
942,demo_942,242,5.0,True,0.2173144668340683,0.0
943,demo_943,206,2.0,True,0.22296231985092163,0.0
944,demo_944,215,10.0,True,0.22444196045398712,0.0
945,demo_945,212,2.0,True,0.222295880317688,0.0
946,demo_946,200,7.0,True,0.21669045090675354,0.0
947,demo_947,212,11.0,True,0.21870335936546326,0.0
948,demo_948,215,1.0,True,0.2157200574874878,0.0
949,demo_949,194,9.0,True,0.2387346625328064,0.0
950,demo_950,261,8.0,True,0.19990213215351105,0.0
951,demo_951,215,6.0,True,0.21505466103553772,0.0
952,demo_952,261,7.0,True,0.21197238564491272,0.0
953,demo_953,249,10.0,True,0.21792905032634735,0.0
954,demo_954,242,3.0,True,0.2105923444032669,0.0
955,demo_955,242,6.0,True,0.21231074631214142,0.0
956,demo_956,200,8.0,True,0.20744404196739197,0.0
957,demo_957,233,6.0,True,0.224587544798851,0.0
958,demo_958,249,5.0,True,0.2140670120716095,0.0
959,demo_959,249,2.0,True,0.20966462790966034,0.0
960,demo_960,233,6.0,True,0.22077974677085876,0.0
961,demo_961,194,7.0,True,0.23154176771640778,0.0
962,demo_962,233,5.0,True,0.232412189245224,0.0
963,demo_963,206,1.0,True,0.21326476335525513,0.0
964,demo_964,242,5.0,True,0.2172028124332428,0.0
965,demo_965,200,7.0,True,0.20119698345661163,0.0
966,demo_966,261,8.0,True,0.21731805801391602,0.0
967,demo_967,215,2.0,True,0.21693338453769684,0.0
968,demo_968,261,8.0,True,0.20378157496452332,0.0
969,demo_969,261,12.0,True,0.20569176971912384,0.0
970,demo_970,194,10.0,True,0.22590020298957825,0.0
971,demo_971,215,5.0,True,0.2154630869626999,0.0
972,demo_972,261,2.0,True,0.2114214152097702,0.0
973,demo_973,249,4.0,True,0.22687393426895142,0.0
974,demo_974,194,7.0,True,0.21917250752449036,0.0
975,demo_975,261,9.0,True,0.2045811116695404,0.0
976,demo_976,242,3.0,True,0.21769334375858307,0.0
977,demo_977,249,1.0,True,0.2194949835538864,0.0
978,demo_978,194,2.0,True,0.23178189992904663,0.0
979,demo_979,215,3.0,True,0.2102988064289093,0.0
980,demo_980,261,10.0,True,0.21315011382102966,0.0
981,demo_981,212,5.0,True,0.22034825384616852,0.0
982,demo_982,261,5.0,True,0.2160012423992157,0.0
983,demo_983,215,3.0,True,0.2223772257566452,0.0
984,demo_984,200,7.0,True,0.215111643075943,0.0
985,demo_985,233,8.0,True,0.22715529799461365,0.0
986,demo_986,212,4.0,True,0.20495595037937164,0.0
987,demo_987,194,7.0,True,0.22205808758735657,0.0
988,demo_988,212,3.0,True,0.2159557193517685,0.0
989,demo_989,215,3.0,True,0.20879630744457245,0.0
990,demo_990,194,7.0,True,0.22797350585460663,0.0
991,demo_991,212,3.0,True,0.21264344453811646,0.0
992,demo_992,206,12.0,True,0.22482772171497345,0.0
993,demo_993,233,6.0,True,0.21548587083816528,0.0
994,demo_994,261,12.0,True,0.2035541832447052,0.0
995,demo_995,261,5.0,True,0.20691734552383423,0.0
996,demo_996,233,8.0,True,0.22793149948120117,0.0
